day_after_planting,date,n_kg,p2o5_kg,k2o_kg,mn_mixture_kg,urea_kg,map_kg,dap_kg,white_potash_kg,location_id,plot_id,treatment_id
210,2026-10-31 00:00:00,0.6867,,0.9155555555555556,,1.4901389999999999,,,1.5289777777777778,L002,P030,T2
220,2026-11-10 00:00:00,0.6867,,0.9155555555555556,,1.4901389999999999,,,1.5289777777777778,L002,P030,T2
230,2026-11-20 00:00:00,0.6867,,0.9155555555555556,,1.4901389999999999,,,1.5289777777777778,L002,P030,T2
240,2026-11-30 00:00:00,0.6867,,0.9155555555555556,,1.4901389999999999,,,1.5289777777777778,L002,P030,T2
1,2026-04-04 00:00:00,0.5656,0.33625,,1.3,1.2304,,0.7304,,L002,P031,T3
10,2026-04-14 00:00:00,0.5656,0.33625,,,1.2304,,0.7304,,L002,P031,T3
20,2026-04-24 00:00:00,0.5656,0.33625,,,1.2304,,0.7304,,L002,P031,T3
30,2026-05-04 00:00:00,0.5656,0.33625,,,1.2304,,0.7304,,L002,P031,T3
40,2026-05-14 00:00:00,1.0734,0.22416,0.53825,,2.3292779999999995,0,0.4873,0.8988775,L002,P031,T3
50,2026-05-24 00:00:00,1.0734,0.22416666666666665,0.53825,,2.3292779999999995,0,0.4873,0.8988775,L002,P031,T3
60,2026-06-03 00:00:00,1.0734,0.22416666666666665,0.53825,,2.3292779999999995,0,0.4873,0.8988775,L002,P031,T3
70,2026-06-13 00:00:00,1.0734,0.22416666666666665,0.53825,,2.3292779999999995,0,0.4873,0.8988775,L002,P031,T3
80,2026-06-23 00:00:00,1.0734,0.22416666666666665,0.53825,,2.3292779999999995,0,0.4873,0.8988775,L002,P031,T3
90,2026-07-03 00:00:00,1.0734,0.22416666666666665,0.53825,,2.3292779999999995,0,0.4873,0.8988775,L002,P031,T3
100,2026-07-13 00:00:00,1.8586,,1.2559166666666666,,4.033162,,,2.0973808333333332,L002,P031,T3
110,2026-07-23 00:00:00,1.8586,,1.2559166666666666,,4.033162,,,2.0973808333333332,L002,P031,T3
120,2026-08-02 00:00:00,1.8586,,1.2559166666666666,1.3,4.033162,,,2.0973808333333332,L002,P031,T3
130,2026-08-12 00:00:00,1.8586,,1.2559166666666666,,4.033162,,,2.0973808333333332,L002,P031,T3
140,2026-08-22 00:00:00,1.8586,,1.2559166666666666,,4.033162,,,2.0973808333333332,L002,P031,T3
150,2026-09-01 00:00:00,1.8586,,1.2559166666666666,,4.033162,,,2.0973808333333332,L002,P031,T3
160,2026-09-11 00:00:00,0.77444,,1.1961111111111111,,1.6805348,,,1.9975055555555554,L002,P031,T3
170,2026-09-21 00:00:00,0.77444,,1.1961111111111111,,1.6805348,,,1.9975055555555554,L002,P031,T3
180,2026-10-01 00:00:00,0.77444,,1.1961111111111111,,1.6805348,,,1.9975055555555554,L002,P031,T3
190,2026-10-11 00:00:00,0.77444,,1.1961111111111111,,1.6805348,,,1.9975055555555554,L002,P031,T3
200,2026-10-21 00:00:00,0.77444,,1.1961111111111111,,1.6805348,,,1.9975055555555554,L002,P031,T3
210,2026-10-31 00:00:00,0.77444,,1.1961111111111111,,1.6805348,,,1.9975055555555554,L002,P031,T3
220,2026-11-10 00:00:00,0.77444,,1.1961111111111111,,1.6805348,,,1.9975055555555554,L002,P031,T3
230,2026-11-20 00:00:00,0.77444,,1.1961111111111111,,1.6805348,,,1.9975055555555554,L002,P031,T3
240,2026-11-30 00:00:00,0.77444,,1.1961111111111111,,1.6805348,,,1.9975055555555554,L002,P031,T3
1,2026-04-04 00:00:00,0.217,1.037,,2.05,0.4717,,2.2543,,L002,P032,T4
10,2026-04-14 00:00:00,0.217,1.037,,,0.4717,,2.2543,,L002,P032,T4
20,2026-04-24 00:00:00,0.217,1.037,,,0.4717,,2.2543,,L002,P032,T4
30,2026-05-04 00:00:00,0.217,1.037,,,0.4717,,2.2543,,L002,P032,T4
40,2026-05-14 00:00:00,0.7666,0.69133,0.4148,,1.6635219999999997,0,1.50289,0.692716,L002,P032,T4
50,2026-05-24 00:00:00,0.7666,0.69133,0.4148,,1.6635219999999997,0,1.50289,0.692716,L002,P032,T4
60,2026-06-03 00:00:00,0.7666,0.69133,0.4148,,1.6635219999999997,0,1.50289,0.692716,L002,P032,T4
70,2026-06-13 00:00:00,0.7666,0.69133,0.4148,,1.6635219999999997,0,1.50289,0.692716,L002,P032,T4
80,2026-06-23 00:00:00,0.7666,0.69133,0.4148,,1.6635219999999997,0,1.50289,0.692716,L002,P032,T4
90,2026-07-03 00:00:00,0.7666,0.69133,0.4148,,1.6635219999999997,0,1.50289,0.692716,L002,P032,T4
100,2026-07-13 00:00:00,1.6586,,0.9678666666666665,,3.6,,,1.616337333333333,L002,P032,T4
110,2026-07-23 00:00:00,1.6586,,0.9678666666666665,,3.599162,,,1.616337333333333,L002,P032,T4
120,2026-08-02 00:00:00,1.6586,,0.9678666666666665,2.05,3.599162,,,1.616337333333333,L002,P032,T4
130,2026-08-12 00:00:00,1.6586,,0.9678666666666665,,3.599162,,,1.616337333333333,L002,P032,T4
140,2026-08-22 00:00:00,1.6586,,0.9678666666666665,,3.599162,,,1.616337333333333,L002,P032,T4
150,2026-09-01 00:00:00,1.6586,,0.9678666666666665,,3.599162,,,1.616337333333333,L002,P032,T4
160,2026-09-11 00:00:00,0.6911,,0.9217777777777777,,1.499687,,,1.5393688888888888,L002,P032,T4
170,2026-09-21 00:00:00,0.6911,,0.9217777777777777,,1.499687,,,1.5393688888888888,L002,P032,T4
180,2026-10-01 00:00:00,0.6911,,0.9217777777777777,,1.499687,,,1.5393688888888888,L002,P032,T4
190,2026-10-11 00:00:00,0.6911,,0.9217777777777777,,1.499687,,,1.5393688888888888,L002,P032,T4
200,2026-10-21 00:00:00,0.6911,,0.9217777777777777,,1.499687,,,1.5393688888888888,L002,P032,T4
210,2026-10-31 00:00:00,0.6911,,0.9217777777777777,,1.499687,,,1.5393688888888888,L002,P032,T4
220,2026-11-10 00:00:00,0.6911,,0.9217777777777777,,1.499687,,,1.5393688888888888,L002,P032,T4
230,2026-11-20 00:00:00,0.6911,,0.9217777777777777,,1.499687,,,1.5393688888888888,L002,P032,T4
240,2026-11-30 00:00:00,0.6911,,0.9217777777777777,,1.499687,,,1.5393688888888888,L002,P032,T4
1,2026-04-04 00:00:00,0,1.605,,1.5,,,3.4891,,L002,P033,T5
10,2026-04-14 00:00:00,0,1.605,,,,,3.4891,,L002,P033,T5
20,2026-04-24 00:00:00,0,1.605,,,,,3.4891,,L002,P033,T5
30,2026-05-04 00:00:00,0.2002,1.605,,,,,3.4891,,L002,P033,T5
40,2026-05-14 00:00:00,0.71101,1.07,0.33925,,1.5428917,0,2.326,0.5665475,L002,P033,T5
50,2026-05-24 00:00:00,0.71101,1.07,0.33925,,1.5428917,0,2.326,0.5665475,L002,P033,T5
60,2026-06-03 00:00:00,0.71101,1.07,0.33925,,1.5428917,0,2.326,0.5665475,L002,P033,T5
70,2026-06-13 00:00:00,0.71101,1.07,0.33925,,1.5428917,0,2.326,0.5665475,L002,P033,T5
80,2026-06-23 00:00:00,0.71101,1.07,0.33925,,1.5428917,0,2.326,0.5665475,L002,P033,T5
90,2026-07-03 00:00:00,0.71101,1.07,0.33925,,1.5428917,0,2.326,0.5665475,L002,P033,T5
100,2026-07-13 00:00:00,1.8086,,0.7915833333333332,,3.9246619999999997,,,1.3219441666666665,L002,P033,T5
110,2026-07-23 00:00:00,1.8086,,0.7915833333333332,,3.9246619999999997,,,1.3219441666666665,L002,P033,T5
120,2026-08-02 00:00:00,1.8086,,0.7915833333333332,1.5,3.9246619999999997,,,1.3219441666666665,L002,P033,T5
130,2026-08-12 00:00:00,1.8086,,0.7915833333333332,,3.9246619999999997,,,1.3219441666666665,L002,P033,T5
140,2026-08-22 00:00:00,1.8086,,0.7915833333333332,,3.9246619999999997,,,1.3219441666666665,L002,P033,T5
150,2026-09-01 00:00:00,1.8086,,0.7915833333333332,,3.9246619999999997,,,1.3219441666666665,L002,P033,T5
160,2026-09-11 00:00:00,0.7536,,0.7538888888888889,,1.635312,,,1.2589944444444445,L002,P033,T5
170,2026-09-21 00:00:00,0.7536,,0.7538888888888889,,1.635312,,,1.2589944444444445,L002,P033,T5
180,2026-10-01 00:00:00,0.7536,,0.7538888888888889,,1.635312,,,1.2589944444444445,L002,P033,T5
190,2026-10-11 00:00:00,0.7536,,0.7538888888888889,,1.635312,,,1.2589944444444445,L002,P033,T5
200,2026-10-21 00:00:00,0.7536,,0.7538888888888889,,1.635312,,,1.2589944444444445,L002,P033,T5
210,2026-10-31 00:00:00,0.7536,,0.7538888888888889,,1.635312,,,1.2589944444444445,L002,P033,T5
220,2026-11-10 00:00:00,0.7536,,0.7538888888888889,,1.635312,,,1.2589944444444445,L002,P033,T5
230,2026-11-20 00:00:00,0.7536,,0.7538888888888889,,1.635312,,,1.2589944444444445,L002,P033,T5
240,2026-11-30 00:00:00,0.7536,,0.7538888888888889,,1.635312,,,1.2589944444444445,L002,P033,T5
1,2026-03-02 00:00:00,2.304,5.9,,1.8,,,12.803,,L001,P002,T2
10,2026-03-12 00:00:00,,,,,,,,,L001,P002,T2
20,2026-03-22 00:00:00,,,,,,,,,L001,P002,T2
30,2026-04-01 00:00:00,,,,,,,,,L001,P002,T2
40,2026-04-11 00:00:00,0.5725,0.3,0.20495249999999998,,1.1142082,0.49199999999999994,,0.34227067499999997,L001,P002,T2
50,2026-04-21 00:00:00,0.5725,0.3,0.20495249999999998,,1.1142082,0.49199999999999994,,0.34227067499999997,L001,P002,T2
60,2026-05-01 00:00:00,0.5725,0.3,0.20495249999999998,,1.1142082,0.49199999999999994,,0.34227067499999997,L001,P002,T2
70,2026-05-11 00:00:00,0.5725,0.3,0.20495249999999998,,1.1142082,0.49199999999999994,,0.34227067499999997,L001,P002,T2
80,2026-05-21 00:00:00,0.5725,0.3,0.20495249999999998,,1.1142082,0.49199999999999994,,0.34227067499999997,L001,P002,T2
90,2026-05-31 00:00:00,0.5725,0.3,0.20495249999999998,,1.1142082,0.49199999999999994,,0.34227067499999997,L001,P002,T2
100,2026-06-10 00:00:00,1.09308,,0.4782225,,2.3719836,,,0.7986315749999999,L001,P002,T2
110,2026-06-20 00:00:00,1.09308,,0.4782225,,2.3719836,,,0.7986315749999999,L001,P002,T2
120,2026-06-30 00:00:00,1.09308,,0.4782225,1.8,2.3719836,,,0.7986315749999999,L001,P002,T2
130,2026-07-10 00:00:00,1.09308,,0.4782225,,2.3719836,,,0.7986315749999999,L001,P002,T2
140,2026-07-20 00:00:00,1.09308,,0.4782225,,2.3719836,,,0.7986315749999999,L001,P002,T2
150,2026-07-30 00:00:00,1.09308,,0.4782225,,2.3719836,,,0.7986315749999999,L001,P002,T2
160,2026-08-09 00:00:00,0.455,,0.45545,,0.98735,,,0.7606015,L001,P002,T2
170,2026-08-19 00:00:00,0.45545,,0.45545,,0.9883265,,,0.7606015,L001,P002,T2
180,2026-08-29 00:00:00,0.45545,,0.45545,,0.9883265,,,0.7606015,L001,P002,T2
190,2026-09-08 00:00:00,0.45545,,0.45545,,0.9883265,,,0.7606015,L001,P002,T2
200,2026-09-18 00:00:00,0.45545,,0.45545,,0.9883265,,,0.7606015,L001,P002,T2
210,2026-09-28 00:00:00,0.45545,,0.45545,,0.9883265,,,0.7606015,L001,P002,T2
220,2026-10-08 00:00:00,0.45545,,0.45545,,0.9883265,,,0.7606015,L001,P002,T2
230,2026-10-18 00:00:00,0.45545,,0.45545,,0.9883265,,,0.7606015,L001,P002,T2
240,2026-10-28 00:00:00,0.45545,,0.45545,,0.9883265,,,0.7606015,L001,P002,T2
1,2026-03-02 00:00:00,2.304,5.9,,1.8,,,12.803,,L001,P016,T2
10,2026-03-12 00:00:00,,,,,,,,,L001,P016,T2
20,2026-03-22 00:00:00,,,,,,,,,L001,P016,T2
30,2026-04-01 00:00:00,,,,,,,,,L001,P016,T2
40,2026-04-11 00:00:00,0.5725,0.3,0.20495249999999998,,1.1142082,0.49199999999999994,,0.34227067499999997,L001,P016,T2
50,2026-04-21 00:00:00,0.5725,0.3,0.20495249999999998,,1.1142082,0.49199999999999994,,0.34227067499999997,L001,P016,T2
60,2026-05-01 00:00:00,0.5725,0.3,0.20495249999999998,,1.1142082,0.49199999999999994,,0.34227067499999997,L001,P016,T2
70,2026-05-11 00:00:00,0.5725,0.3,0.20495249999999998,,1.1142082,0.49199999999999994,,0.34227067499999997,L001,P016,T2
80,2026-05-21 00:00:00,0.5725,0.3,0.20495249999999998,,1.1142082,0.49199999999999994,,0.34227067499999997,L001,P016,T2
90,2026-05-31 00:00:00,0.5725,0.3,0.20495249999999998,,1.1142082,0.49199999999999994,,0.34227067499999997,L001,P016,T2
100,2026-06-10 00:00:00,1.09308,,0.4782225,,2.3719836,,,0.7986315749999999,L001,P016,T2
110,2026-06-20 00:00:00,1.09308,,0.4782225,,2.3719836,,,0.7986315749999999,L001,P016,T2
120,2026-06-30 00:00:00,1.09308,,0.4782225,1.8,2.3719836,,,0.7986315749999999,L001,P016,T2
130,2026-07-10 00:00:00,1.09308,,0.4782225,,2.3719836,,,0.7986315749999999,L001,P016,T2
140,2026-07-20 00:00:00,1.09308,,0.4782225,,2.3719836,,,0.7986315749999999,L001,P016,T2
150,2026-07-30 00:00:00,1.09308,,0.4782225,,2.3719836,,,0.7986315749999999,L001,P016,T2
160,2026-08-09 00:00:00,0.455,,0.45545,,0.98735,,,0.7606015,L001,P016,T2
170,2026-08-19 00:00:00,0.45545,,0.45545,,0.9883265,,,0.7606015,L001,P016,T2
180,2026-08-29 00:00:00,0.45545,,0.45545,,0.9883265,,,0.7606015,L001,P016,T2
190,2026-09-08 00:00:00,0.45545,,0.45545,,0.9883265,,,0.7606015,L001,P016,T2
200,2026-09-18 00:00:00,0.45545,,0.45545,,0.9883265,,,0.7606015,L001,P016,T2
210,2026-09-28 00:00:00,0.45545,,0.45545,,0.9883265,,,0.7606015,L001,P016,T2
220,2026-10-08 00:00:00,0.45545,,0.45545,,0.9883265,,,0.7606015,L001,P016,T2
230,2026-10-18 00:00:00,0.45545,,0.45545,,0.9883265,,,0.7606015,L001,P016,T2
240,2026-10-28 00:00:00,0.45545,,0.45545,,0.9883265,,,0.7606015,L001,P016,T2
1,2026-03-02 00:00:00,2.3,5.9,,1.8,,,12.803,,L001,P009,T9
10,2026-03-12 00:00:00,,,,,,,,,L001,P009,T9
20,2026-03-22 00:00:00,,,,,,,,,L001,P009,T9
30,2026-04-01 00:00:00,,,,,,,,,L001,P009,T9
40,2026-04-11 00:00:00,0.39,0.3,0.20495249999999998,,0.7181832,0.49199999999999994,,0.34227067499999997,L001,P009,T9
50,2026-04-21 00:00:00,0.39,0.3,0.20495249999999998,,0.7181832,0.49199999999999994,,0.34227067499999997,L001,P009,T9
60,2026-05-01 00:00:00,0.39,0.3,0.20495249999999998,,0.7181832,0.49199999999999994,,0.34227067499999997,L001,P009,T9
70,2026-05-11 00:00:00,0.39,0.3,0.20495249999999998,,0.7181832,0.49199999999999994,,0.34227067499999997,L001,P009,T9
80,2026-05-21 00:00:00,0.39,0.3,0.20495249999999998,,0.7181832,0.49199999999999994,,0.34227067499999997,L001,P009,T9
90,2026-05-31 00:00:00,0.39,0.3,0.20495249999999998,,0.7181832,0.49199999999999994,,0.34227067499999997,L001,P009,T9
100,2026-06-10 00:00:00,0.8197800000000001,,0.4782225,,1.7789226,,,0.7986315749999999,L001,P009,T9
110,2026-06-20 00:00:00,0.82,,0.4782225,,1.7793999999999999,,,0.7986315749999999,L001,P009,T9
120,2026-06-30 00:00:00,0.82,,0.4782225,1.8,1.7793999999999999,,,0.7986315749999999,L001,P009,T9
130,2026-07-10 00:00:00,0.82,,0.4782225,,1.7793999999999999,,,0.7986315749999999,L001,P009,T9
140,2026-07-20 00:00:00,0.82,,0.4782225,,1.7793999999999999,,,0.7986315749999999,L001,P009,T9
150,2026-07-30 00:00:00,0.82,,0.4782225,,1.7793999999999999,,,0.7986315749999999,L001,P009,T9
160,2026-08-09 00:00:00,0.34157499999999996,,0.45545,,0.7412177499999999,,,0.7606015,L001,P009,T9
170,2026-08-19 00:00:00,0.3,,0.45545,,0.6509999999999999,,,0.7606015,L001,P009,T9
180,2026-08-29 00:00:00,0.3,,0.45545,,0.6509999999999999,,,0.7606015,L001,P009,T9
190,2026-09-08 00:00:00,0.3,,0.45545,,0.6509999999999999,,,0.7606015,L001,P009,T9
200,2026-09-18 00:00:00,0.3,,0.45545,,0.6509999999999999,,,0.7606015,L001,P009,T9
210,2026-09-28 00:00:00,0.3,,0.45545,,0.6509999999999999,,,0.7606015,L001,P009,T9
