day_after_planting,date,n_kg,p2o5_kg,k2o_kg,mn_mixture_kg,urea_kg,map_kg,dap_kg,white_potash_kg,location_id,plot_id,treatment_id
180,2026-07-04 00:00:00,2.938888888888889,,3.066666666666667,,6.377388888888889,,,5.121333333333333,L003,P034,T1
190,2026-07-14 00:00:00,2.938888888888889,,3.066666666666667,,6.377388888888889,,,5.121333333333333,L003,P034,T1
200,2026-07-24 00:00:00,2.938888888888889,,3.066666666666667,,6.377388888888889,,,5.121333333333333,L003,P034,T1
210,2026-08-03 00:00:00,2.938888888888889,,3.066666666666667,,6.377388888888889,,,5.121333333333333,L003,P034,T1
220,2026-08-13 00:00:00,2.938888888888889,,3.066666666666667,,6.377388888888889,,,5.121333333333333,L003,P034,T1
230,2026-08-23 00:00:00,2.938888888888889,,3.066666666666667,,6.377388888888889,,,5.121333333333333,L003,P034,T1
240,2026-09-02 00:00:00,2.938888888888889,,3.066666666666667,,6.377388888888889,,,5.121333333333333,L003,P034,T1
1,2026-01-05 00:00:00,7.3901520000000005,18.92,,8.8,,,41.056400000000004,,L003,P035,T2
10,2026-01-15 00:00:00,,,,,,,,,L003,P035,T2
20,2026-01-25 00:00:00,,,,,,,,,L003,P035,T2
30,2026-02-04 00:00:00,,,,,,,,,L003,P035,T2
40,2026-02-14 00:00:00,2.2666666666666666,3.1533333333333338,1.001,,3.5720167466666664,5.171466666666667,,1.6716699999999998,L003,P035,T2
50,2026-02-24 00:00:00,2.2666666666666666,3.1533333333333338,1.001,,3.5720167466666664,5.171466666666667,,1.6716699999999998,L003,P035,T2
60,2026-03-06 00:00:00,2.2666666666666666,3.1533333333333338,1.001,,3.5720167466666664,5.171466666666667,,1.6716699999999998,L003,P035,T2
70,2026-03-16 00:00:00,2.2666666666666666,3.1533333333333338,1.001,,3.5720167466666664,5.171466666666667,,1.6716699999999998,L003,P035,T2
80,2026-03-26 00:00:00,2.2666666666666666,3.1533333333333338,1.001,,3.5720167466666664,5.171466666666667,,1.6716699999999998,L003,P035,T2
90,2026-04-05 00:00:00,2.2666666666666666,3.1533333333333338,1.001,,3.5720167466666664,5.171466666666667,,1.6716699999999998,L003,P035,T2
100,2026-04-15 00:00:00,4.018666666666667,,2.3356666666666666,,8.720506666666667,,,3.900563333333333,L003,P035,T2
110,2026-04-25 00:00:00,4.018666666666667,,2.3356666666666666,,8.720506666666667,,,3.900563333333333,L003,P035,T2
120,2026-05-05 00:00:00,4.018666666666667,,2.3356666666666666,8.8,8.720506666666667,,,3.900563333333333,L003,P035,T2
130,2026-05-15 00:00:00,4.018666666666667,,2.3356666666666666,,8.720506666666667,,,3.900563333333333,L003,P035,T2
140,2026-05-25 00:00:00,4.018666666666667,,2.3356666666666666,,8.720506666666667,,,3.900563333333333,L003,P035,T2
150,2026-06-04 00:00:00,4.018666666666667,,2.3356666666666666,,8.720506666666667,,,3.900563333333333,L003,P035,T2
160,2026-06-14 00:00:00,1.6744444444444444,,2.2244444444444444,,3.633544444444444,,,3.7148222222222222,L003,P035,T2
170,2026-06-24 00:00:00,1.6744444444444444,,2.2244444444444444,,3.633544444444444,,,3.7148222222222222,L003,P035,T2
180,2026-07-04 00:00:00,1.6744444444444444,,2.2244444444444444,,3.633544444444444,,,3.7148222222222222,L003,P035,T2
190,2026-07-14 00:00:00,1.6744444444444444,,2.2244444444444444,,3.633544444444444,,,3.7148222222222222,L003,P035,T2
200,2026-07-24 00:00:00,1.6744444444444444,,2.2244444444444444,,3.633544444444444,,,3.7148222222222222,L003,P035,T2
210,2026-08-03 00:00:00,1.6744444444444444,,2.2244444444444444,,3.633544444444444,,,3.7148222222222222,L003,P035,T2
220,2026-08-13 00:00:00,1.6744444444444444,,2.2244444444444444,,3.633544444444444,,,3.7148222222222222,L003,P035,T2
230,2026-08-23 00:00:00,1.6744444444444444,,2.2244444444444444,,3.633544444444444,,,3.7148222222222222,L003,P035,T2
240,2026-09-02 00:00:00,1.6744444444444444,,2.2244444444444444,,3.633544444444444,,,3.7148222222222222,L003,P035,T2
1,2026-01-05 00:00:00,6.255595709999999,16.015349999999998,,8.6,,,34.75330949999999,,L003,P036,T3
10,2026-01-15 00:00:00,,,,,,,,,L003,P036,T3
20,2026-01-25 00:00:00,,,,,,,,,L003,P036,T3
30,2026-02-04 00:00:00,,,,,,,,,L003,P036,T3
40,2026-02-14 00:00:00,4.316666666666666,2.6692249999999995,1.1793825,,8.227258115066666,4.377528999999999,,1.969568775,L003,P036,T3
50,2026-02-24 00:00:00,4.316666666666666,2.6692249999999995,1.1793825,,8.227258115066666,4.377528999999999,,1.969568775,L003,P036,T3
60,2026-03-06 00:00:00,4.316666666666666,2.6692249999999995,1.1793825,,8.227258115066666,4.377528999999999,,1.969568775,L003,P036,T3
70,2026-03-16 00:00:00,4.316666666666666,2.6692249999999995,1.1793825,,8.227258115066666,4.377528999999999,,1.969568775,L003,P036,T3
80,2026-03-26 00:00:00,4.316666666666666,2.6692249999999995,1.1793825,,8.227258115066666,4.377528999999999,,1.969568775,L003,P036,T3
90,2026-04-05 00:00:00,4.316666666666666,2.6692249999999995,1.1793825,,8.227258115066666,4.377528999999999,,1.969568775,L003,P036,T3
100,2026-04-15 00:00:00,6.1510066666666665,,2.7518925,,13.347684466666665,,,4.595660475,L003,P036,T3
110,2026-04-25 00:00:00,6.1510066666666665,,2.7518925,,13.347684466666665,,,4.595660475,L003,P036,T3
120,2026-05-05 00:00:00,6.1510066666666665,,2.7518925,8.6,13.347684466666665,,,4.595660475,L003,P036,T3
130,2026-05-15 00:00:00,6.1510066666666665,,2.7518925,,13.347684466666665,,,4.595660475,L003,P036,T3
140,2026-05-25 00:00:00,6.1510066666666665,,2.7518925,,13.347684466666665,,,4.595660475,L003,P036,T3
150,2026-06-04 00:00:00,6.1510066666666665,,2.7518925,,13.347684466666665,,,4.595660475,L003,P036,T3
160,2026-06-14 00:00:00,2.5629194444444443,,2.62085,,5.561535194444444,,,4.3768195,L003,P036,T3
170,2026-06-24 00:00:00,2.5629194444444443,,2.62085,,5.561535194444444,,,4.3768195,L003,P036,T3
180,2026-07-04 00:00:00,2.5629194444444443,,2.62085,,5.561535194444444,,,4.3768195,L003,P036,T3
190,2026-07-14 00:00:00,2.5629194444444443,,2.62085,,5.561535194444444,,,4.3768195,L003,P036,T3
200,2026-07-24 00:00:00,2.5629194444444443,,2.62085,,5.561535194444444,,,4.3768195,L003,P036,T3
210,2026-08-03 00:00:00,2.5629194444444443,,2.62085,,5.561535194444444,,,4.3768195,L003,P036,T3
220,2026-08-13 00:00:00,2.5629194444444443,,2.62085,,5.561535194444444,,,4.3768195,L003,P036,T3
230,2026-08-23 00:00:00,2.5629194444444443,,2.62085,,5.561535194444444,,,4.3768195,L003,P036,T3
240,2026-09-02 00:00:00,2.5629194444444443,,2.62085,,5.561535194444444,,,4.3768195,L003,P036,T3
1,2026-01-05 00:00:00,3.7156996799999993,9.512799999999999,,9.4,,,20.642775999999998,,L003,P037,T4
10,2026-01-15 00:00:00,0.6666666666666666,,,,1.4466666666666665,,,,L003,P037,T4
20,2026-01-25 00:00:00,0.6666666666666666,,,,1.4466666666666665,,,,L003,P037,T4
30,2026-02-04 00:00:00,0.6666666666666666,,,,1.4466666666666665,,,,L003,P037,T4
40,2026-02-14 00:00:00,2.3783958333333333,1.5854666666666664,0.9513974999999998,,4.484035905533333,2.6001653333333326,,1.5888338249999996,L003,P037,T4
50,2026-02-24 00:00:00,2.3783958333333333,1.5854666666666664,0.9513974999999998,,4.484035905533333,2.6001653333333326,,1.5888338249999996,L003,P037,T4
60,2026-03-06 00:00:00,2.3783958333333333,1.5854666666666664,0.9513974999999998,,4.484035905533333,2.6001653333333326,,1.5888338249999996,L003,P037,T4
70,2026-03-16 00:00:00,2.3783958333333333,1.5854666666666664,0.9513974999999998,,4.484035905533333,2.6001653333333326,,1.5888338249999996,L003,P037,T4
80,2026-03-26 00:00:00,2.3783958333333333,1.5854666666666664,0.9513974999999998,,4.484035905533333,2.6001653333333326,,1.5888338249999996,L003,P037,T4
90,2026-04-05 00:00:00,2.3783958333333333,1.5854666666666664,0.9513974999999998,,4.484035905533333,2.6001653333333326,,1.5888338249999996,L003,P037,T4
100,2026-04-15 00:00:00,3.8054333333333332,,2.2199274999999994,,8.257790333333332,,,3.707278924999999,L003,P037,T4
110,2026-04-25 00:00:00,3.8054333333333332,,2.2199274999999994,,8.257790333333332,,,3.707278924999999,L003,P037,T4
120,2026-05-05 00:00:00,3.8054333333333332,,2.2199274999999994,9.4,8.257790333333332,,,3.707278924999999,L003,P037,T4
130,2026-05-15 00:00:00,3.8054333333333332,,2.2199274999999994,,8.257790333333332,,,3.707278924999999,L003,P037,T4
140,2026-05-25 00:00:00,3.8054333333333332,,2.2199274999999994,,8.257790333333332,,,3.707278924999999,L003,P037,T4
150,2026-06-04 00:00:00,3.8054333333333332,,2.2199274999999994,,8.257790333333332,,,3.707278924999999,L003,P037,T4
160,2026-06-14 00:00:00,1.585597222222222,,2.114216666666666,,3.440745972222222,,,3.5307418333333325,L003,P037,T4
170,2026-06-24 00:00:00,1.585597222222222,,2.114216666666666,,3.440745972222222,,,3.5307418333333325,L003,P037,T4
180,2026-07-04 00:00:00,1.585597222222222,,2.114216666666666,,3.440745972222222,,,3.5307418333333325,L003,P037,T4
190,2026-07-14 00:00:00,1.585597222222222,,2.114216666666666,,3.440745972222222,,,3.5307418333333325,L003,P037,T4
200,2026-07-24 00:00:00,1.585597222222222,,2.114216666666666,,3.440745972222222,,,3.5307418333333325,L003,P037,T4
210,2026-08-03 00:00:00,1.585597222222222,,2.114216666666666,,3.440745972222222,,,3.5307418333333325,L003,P037,T4
220,2026-08-13 00:00:00,1.585597222222222,,2.114216666666666,,3.440745972222222,,,3.5307418333333325,L003,P037,T4
230,2026-08-23 00:00:00,1.585597222222222,,2.114216666666666,,3.440745972222222,,,3.5307418333333325,L003,P037,T4
240,2026-09-02 00:00:00,1.585597222222222,,2.114216666666666,,3.440745972222222,,,3.5307418333333325,L003,P037,T4
1,2026-01-05 00:00:00,6.56788041,16.81485,,7.8,,,36.4882245,,L003,P038,T5
10,2026-01-15 00:00:00,0.166,,,,0.4,,,,L003,P038,T5
20,2026-01-25 00:00:00,0.166,,,,0.4,,,,L003,P038,T5
30,2026-02-04 00:00:00,0.166,,,,0.4,,,,L003,P038,T5
40,2026-02-14 00:00:00,2.9583333333333335,2.802475,0.8881275,,5.222769569733333,4.5960589999999995,,1.4831729249999999,L003,P038,T5
50,2026-02-24 00:00:00,2.9583333333333335,2.802475,0.8881275,,5.222769569733333,4.5960589999999995,,1.4831729249999999,L003,P038,T5
60,2026-03-06 00:00:00,2.9583333333333335,2.802475,0.8881275,,5.222769569733333,4.5960589999999995,,1.4831729249999999,L003,P038,T5
70,2026-03-16 00:00:00,2.9583333333333335,2.802475,0.8881275,,5.222769569733333,4.5960589999999995,,1.4831729249999999,L003,P038,T5
80,2026-03-26 00:00:00,2.9583333333333335,2.802475,0.8881275,,5.222769569733333,4.5960589999999995,,1.4831729249999999,L003,P038,T5
90,2026-04-05 00:00:00,2.9583333333333335,2.802475,0.8881275,,5.222769569733333,4.5960589999999995,,1.4831729249999999,L003,P038,T5
100,2026-04-15 00:00:00,4.736836000000001,,2.0722975,7.8,10.278934120000002,,,3.4607368249999997,L003,P038,T5
110,2026-04-25 00:00:00,4.736836000000001,,2.0722975,,10.278934120000002,,,3.4607368249999997,L003,P038,T5
120,2026-05-05 00:00:00,4.736836000000001,,2.0722975,,10.278934120000002,,,3.4607368249999997,L003,P038,T5
130,2026-05-15 00:00:00,4.736836000000001,,2.0722975,,10.278934120000002,,,3.4607368249999997,L003,P038,T5
140,2026-05-25 00:00:00,4.736836000000001,,2.0722975,,10.278934120000002,,,3.4607368249999997,L003,P038,T5
150,2026-06-04 00:00:00,4.736836000000001,,2.0722975,,10.278934120000002,,,3.4607368249999997,L003,P038,T5
160,2026-06-14 00:00:00,1.9736816666666668,,1.9736166666666668,,4.282889216666667,,,3.2959398333333336,L003,P038,T5
170,2026-06-24 00:00:00,1.9736816666666668,,1.9736166666666668,,4.282889216666667,,,3.2959398333333336,L003,P038,T5
180,2026-07-04 00:00:00,1.9736816666666668,,1.9736166666666668,,4.282889216666667,,,3.2959398333333336,L003,P038,T5
190,2026-07-14 00:00:00,1.9736816666666668,,1.9736166666666668,,4.282889216666667,,,3.2959398333333336,L003,P038,T5
200,2026-07-24 00:00:00,1.9736816666666668,,1.9736166666666668,,4.282889216666667,,,3.2959398333333336,L003,P038,T5
210,2026-08-03 00:00:00,1.9736816666666668,,1.9736166666666668,,4.282889216666667,,,3.2959398333333336,L003,P038,T5
220,2026-08-13 00:00:00,1.9736816666666668,,1.9736166666666668,,4.282889216666667,,,3.2959398333333336,L003,P038,T5
230,2026-08-23 00:00:00,1.9736816666666668,,1.9736166666666668,,4.282889216666667,,,3.2959398333333336,L003,P038,T5
240,2026-09-02 00:00:00,1.9736816666666668,,1.9736166666666668,,4.282889216666667,,,3.2959398333333336,L003,P038,T5
1,2026-04-04 00:00:00,0,2.025,,1.4,,,4.4,,L002,P029,T1
10,2026-04-14 00:00:00,0,2.025,,,,,4.4,,L002,P029,T1
20,2026-04-24 00:00:00,0,2.025,,,,,4.4,,L002,P029,T1
30,2026-05-04 00:00:00,0,2.025,,,,,4.4,,L002,P029,T1
40,2026-05-14 00:00:00,0.823,1.3499999999999999,0.42225,,1.7859099999999999,0,2.9347,0.7051575,L002,P029,T1
50,2026-05-24 00:00:00,0.823,1.3499999999999999,0.42225,,1.7859099999999999,0,2.9347,0.7051575,L002,P029,T1
60,2026-06-03 00:00:00,0.823,1.3499999999999999,0.42225,,1.7859099999999999,0,2.9347,0.7051575,L002,P029,T1
70,2026-06-13 00:00:00,0.823,1.3499999999999999,0.42225,,1.7859099999999999,0,2.9347,0.7051575,L002,P029,T1
80,2026-06-23 00:00:00,0.823,1.3499999999999999,0.42225,,1.7859099999999999,0,2.9347,0.7051575,L002,P029,T1
90,2026-07-03 00:00:00,0.823,1.3499999999999999,0.42225,,1.7859099999999999,0,2.9347,0.7051575,L002,P029,T1
100,2026-07-13 00:00:00,2.16,,0.9852500000000001,,4.6872,,,1.6453675,L002,P029,T1
110,2026-07-23 00:00:00,2.16,,0.9852500000000001,,4.6872,,,1.6453675,L002,P029,T1
120,2026-08-02 00:00:00,2.16,,0.9852500000000001,1.4,4.6872,,,1.6453675,L002,P029,T1
130,2026-08-12 00:00:00,2.16,,0.9852500000000001,,4.6872,,,1.6453675,L002,P029,T1
140,2026-08-22 00:00:00,2.16,,0.9852500000000001,,4.6872,,,1.6453675,L002,P029,T1
150,2026-09-01 00:00:00,2.16,,0.9852500000000001,,4.6872,,,1.6453675,L002,P029,T1
160,2026-09-11 00:00:00,0.9002,,0.9383333333333334,,1.953434,,,1.5670166666666667,L002,P029,T1
170,2026-09-21 00:00:00,0.9002,,0.9383333333333334,,1.953434,,,1.5670166666666667,L002,P029,T1
180,2026-10-01 00:00:00,0.9002,,0.9383333333333334,,1.953434,,,1.5670166666666667,L002,P029,T1
190,2026-10-11 00:00:00,0.9002,,0.9383333333333334,,1.953434,,,1.5670166666666667,L002,P029,T1
200,2026-10-21 00:00:00,0.9002,,0.9383333333333334,,1.953434,,,1.5670166666666667,L002,P029,T1
210,2026-10-31 00:00:00,0.9002,,0.9383333333333334,,1.953434,,,1.5670166666666667,L002,P029,T1
220,2026-11-10 00:00:00,0.9002,,0.9383333333333334,,1.953434,,,1.5670166666666667,L002,P029,T1
230,2026-11-20 00:00:00,0.9002,,0.9383333333333334,,1.953434,,,1.5670166666666667,L002,P029,T1
240,2026-11-30 00:00:00,0.9002,,0.9383333333333334,,1.953434,,,1.5670166666666667,L002,P029,T1
1,2026-04-04 00:00:00,0,1.95,,1.8,,,4.2391,,L002,P030,T2
10,2026-04-14 00:00:00,0,1.95,,,,,4.2391,,L002,P030,T2
20,2026-04-24 00:00:00,0,1.95,,,,,4.2391,,L002,P030,T2
30,2026-05-04 00:00:00,0,1.95,,,,,4.2391,,L002,P030,T2
40,2026-05-14 00:00:00,0.52065,1.3,0.412,,1.1298104999999998,0,2.826,0.68804,L002,P030,T2
50,2026-05-24 00:00:00,0.52065,1.3,0.412,,1.1298104999999998,0,2.826,0.68804,L002,P030,T2
60,2026-06-03 00:00:00,0.52065,1.3,0.412,,1.1298104999999998,0,2.826,0.68804,L002,P030,T2
70,2026-06-13 00:00:00,0.52065,1.3,0.412,,1.1298104999999998,0,2.826,0.68804,L002,P030,T2
80,2026-06-23 00:00:00,0.52065,1.3,0.412,,1.1298104999999998,0,2.826,0.68804,L002,P030,T2
90,2026-07-03 00:00:00,0.52065,1.3,0.412,,1.1298104999999998,0,2.826,0.68804,L002,P030,T2
100,2026-07-13 00:00:00,1.64808,,0.9613333333333333,,3.5763336,,,1.6054266666666666,L002,P030,T2
110,2026-07-23 00:00:00,1.64808,,0.9613333333333333,,3.5763336,,,1.6054266666666666,L002,P030,T2
120,2026-08-02 00:00:00,1.64808,,0.9613333333333333,1.8,3.5763336,,,1.6054266666666666,L002,P030,T2
130,2026-08-12 00:00:00,1.64808,,0.9613333333333333,,3.5763336,,,1.6054266666666666,L002,P030,T2
140,2026-08-22 00:00:00,1.64808,,0.9613333333333333,,3.5763336,,,1.6054266666666666,L002,P030,T2
150,2026-09-01 00:00:00,1.64808,,0.9613333333333333,,3.5763336,,,1.6054266666666666,L002,P030,T2
160,2026-09-11 00:00:00,0.6867,,0.9155555555555556,,1.4901389999999999,,,1.5289777777777778,L002,P030,T2
170,2026-09-21 00:00:00,0.6867,,0.9155555555555556,,1.4901389999999999,,,1.5289777777777778,L002,P030,T2
180,2026-10-01 00:00:00,0.6867,,0.9155555555555556,,1.4901389999999999,,,1.5289777777777778,L002,P030,T2
190,2026-10-11 00:00:00,0.6867,,0.9155555555555556,,1.4901389999999999,,,1.5289777777777778,L002,P030,T2
200,2026-10-21 00:00:00,0.6867,,0.9155555555555556,,1.4901389999999999,,,1.5289777777777778,L002,P030,T2
